epoch	iso_utc	elapsed_s	gpu	name	util_pct	mem_used_mb	mem_total_mb	ours	ctrl_alive	trials	champion
1787353090.594	2026-08-21T22:58:10Z	54006	3	NVIDIA H200	20	2445	143771	no	alive	167	0.967286
1787353090.594	2026-08-21T22:58:10Z	54006	4	NVIDIA H200	100	25001	143771	no	alive	167	0.967286
1787353090.594	2026-08-21T22:58:10Z	54006	5	NVIDIA H200	18	1356	143771	no	alive	167	0.967286
1787353090.594	2026-08-21T22:58:10Z	54006	6	NVIDIA H200	18	1356	143771	no	alive	167	0.967286
1787353090.594	2026-08-21T22:58:10Z	54006	7	NVIDIA H200	0	4	143771	no	alive	167	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	0	NVIDIA H200	0	2187	143771	yes	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	1	NVIDIA H200	20	1356	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	2	NVIDIA H200	21	1356	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	3	NVIDIA H200	21	2445	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	4	NVIDIA H200	100	25001	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	5	NVIDIA H200	19	1356	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	6	NVIDIA H200	21	1356	143771	no	alive	169	0.967286
1787354890.801	2026-08-21T23:28:10Z	55806	7	NVIDIA H200	0	4	143771	no	alive	169	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	0	NVIDIA H200	0	2187	143771	yes	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	1	NVIDIA H200	21	1356	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	2	NVIDIA H200	21	1356	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	3	NVIDIA H200	21	2445	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	4	NVIDIA H200	100	25001	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	5	NVIDIA H200	19	1356	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	6	NVIDIA H200	19	1356	143771	no	alive	172	0.967286
1787356690.985	2026-08-21T23:58:10Z	57607	7	NVIDIA H200	0	4	143771	no	alive	172	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	0	NVIDIA H200	0	2187	143771	yes	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	1	NVIDIA H200	21	1356	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	2	NVIDIA H200	21	1356	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	3	NVIDIA H200	21	2445	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	4	NVIDIA H200	100	25001	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	5	NVIDIA H200	20	1356	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	6	NVIDIA H200	18	1356	143771	no	alive	174	0.967286
1787358491.190	2026-08-22T00:28:11Z	59407	7	NVIDIA H200	0	4	143771	no	alive	174	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	0	NVIDIA H200	0	2187	143771	yes	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	1	NVIDIA H200	11	1356	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	2	NVIDIA H200	15	1356	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	3	NVIDIA H200	11	2445	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	4	NVIDIA H200	100	25001	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	5	NVIDIA H200	12	1356	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	6	NVIDIA H200	16	1356	143771	no	alive	176	0.967286
1787360291.385	2026-08-22T00:58:11Z	61207	7	NVIDIA H200	0	4	143771	no	alive	176	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	0	NVIDIA H200	0	2187	143771	yes	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	1	NVIDIA H200	10	1356	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	2	NVIDIA H200	11	1356	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	3	NVIDIA H200	10	2445	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	4	NVIDIA H200	100	25001	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	5	NVIDIA H200	10	1356	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	6	NVIDIA H200	11	1356	143771	no	alive	178	0.967286
1787362091.635	2026-08-22T01:28:11Z	63007	7	NVIDIA H200	0	2603	143771	no	alive	178	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	0	NVIDIA H200	0	2187	143771	yes	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	1	NVIDIA H200	71	6089	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	2	NVIDIA H200	82	6089	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	3	NVIDIA H200	8	2445	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	4	NVIDIA H200	6	1139	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	5	NVIDIA H200	10	1356	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	6	NVIDIA H200	7	1356	143771	no	alive	180	0.967286
1787363892.400	2026-08-22T01:58:12Z	64808	7	NVIDIA H200	0	2603	143771	no	alive	180	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	0	NVIDIA H200	0	2187	143771	yes	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	1	NVIDIA H200	12	6089	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	2	NVIDIA H200	46	6089	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	3	NVIDIA H200	12	2445	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	4	NVIDIA H200	9	1139	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	5	NVIDIA H200	8	1356	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	6	NVIDIA H200	7	1356	143771	no	alive	182	0.967286
1787365693.286	2026-08-22T02:28:13Z	66609	7	NVIDIA H200	0	2603	143771	no	alive	182	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	0	NVIDIA H200	0	2187	143771	yes	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	1	NVIDIA H200	82	6089	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	2	NVIDIA H200	84	6089	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	3	NVIDIA H200	5	2445	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	4	NVIDIA H200	4	1139	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	5	NVIDIA H200	11	1356	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	6	NVIDIA H200	11	1356	143771	no	alive	184	0.967286
1787367494.060	2026-08-22T02:58:14Z	68410	7	NVIDIA H200	0	2603	143771	no	alive	184	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	0	NVIDIA H200	0	2187	143771	yes	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	1	NVIDIA H200	9	1356	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	2	NVIDIA H200	11	1356	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	3	NVIDIA H200	11	2445	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	4	NVIDIA H200	8	1139	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	5	NVIDIA H200	9	1356	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	6	NVIDIA H200	7	6069	143771	no	alive	187	0.967286
1787369294.672	2026-08-22T03:28:14Z	70210	7	NVIDIA H200	0	2603	143771	no	alive	187	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	0	NVIDIA H200	0	2187	143771	yes	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	1	NVIDIA H200	22	5567	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	2	NVIDIA H200	42	5567	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	3	NVIDIA H200	8	2445	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	4	NVIDIA H200	37	5351	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	5	NVIDIA H200	34	5567	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	6	NVIDIA H200	28	5567	143771	no	alive	189	0.967286
1787371095.355	2026-08-22T03:58:15Z	72011	7	NVIDIA H200	0	6815	143771	no	alive	189	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	0	NVIDIA H200	0	4786	143771	yes	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	1	NVIDIA H200	9	1356	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	2	NVIDIA H200	7	1356	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	3	NVIDIA H200	9	2445	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	4	NVIDIA H200	11	1139	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	5	NVIDIA H200	8	1356	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	6	NVIDIA H200	7	1356	143771	no	alive	191	0.967286
1787372896.045	2026-08-22T04:28:16Z	73812	7	NVIDIA H200	0	2603	143771	no	alive	191	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	0	NVIDIA H200	0	4786	143771	yes	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	1	NVIDIA H200	11	1356	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	2	NVIDIA H200	10	1356	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	3	NVIDIA H200	5	2445	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	4	NVIDIA H200	6	1139	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	5	NVIDIA H200	11	1356	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	6	NVIDIA H200	3	1356	143771	no	alive	193	0.967286
1787374696.802	2026-08-22T04:58:16Z	75612	7	NVIDIA H200	0	2603	143771	no	alive	193	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	0	NVIDIA H200	100	28218	143771	yes	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	1	NVIDIA H200	6	11221	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	2	NVIDIA H200	38	11221	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	3	NVIDIA H200	7	2445	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	4	NVIDIA H200	6	11005	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	5	NVIDIA H200	8	11221	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	6	NVIDIA H200	6	11221	143771	no	alive	195	0.967286
1787376497.769	2026-08-22T05:28:17Z	77413	7	NVIDIA H200	0	12469	143771	no	alive	195	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	0	NVIDIA H200	100	28218	143771	yes	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	1	NVIDIA H200	39	11221	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	2	NVIDIA H200	12	11221	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	3	NVIDIA H200	12	2445	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	4	NVIDIA H200	7	11005	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	5	NVIDIA H200	6	11221	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	6	NVIDIA H200	9	11221	143771	no	alive	197	0.967286
1787378298.872	2026-08-22T05:58:18Z	79214	7	NVIDIA H200	0	12469	143771	no	alive	197	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	0	NVIDIA H200	100	28218	143771	yes	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	1	NVIDIA H200	44	11221	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	2	NVIDIA H200	13	11221	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	3	NVIDIA H200	8	2445	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	4	NVIDIA H200	11	11005	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	5	NVIDIA H200	9	11221	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	6	NVIDIA H200	11	11221	143771	no	alive	199	0.967286
1787380099.851	2026-08-22T06:28:19Z	81015	7	NVIDIA H200	18	12469	143771	no	alive	199	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	0	NVIDIA H200	100	28218	143771	yes	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	1	NVIDIA H200	7	11221	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	2	NVIDIA H200	7	11221	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	3	NVIDIA H200	7	2445	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	4	NVIDIA H200	7	11005	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	5	NVIDIA H200	6	11221	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	6	NVIDIA H200	7	11221	143771	no	alive	201	0.967286
1787381900.483	2026-08-22T06:58:20Z	82816	7	NVIDIA H200	16	12469	143771	no	alive	201	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	0	NVIDIA H200	2	28218	143771	yes	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	1	NVIDIA H200	57	19712	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	2	NVIDIA H200	51	19712	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	3	NVIDIA H200	6	2445	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	4	NVIDIA H200	8	11005	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	5	NVIDIA H200	5	11221	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	6	NVIDIA H200	29	11221	143771	no	alive	204	0.967286
1787383701.427	2026-08-22T07:28:21Z	84617	7	NVIDIA H200	0	12469	143771	no	alive	204	0.967286
